season	baker	episode	tech_mean	tech	mean_star	star	mean_good	good	mean_bad	bad	place
9	Dan	3	4.33	6	0.0	0	0.67	1	0.0	0	6
9	Dan	4	3.5	1	0.25	1	0.75	1	0.0	0	6
9	Dan	5	3.2	2	0.2	0	0.6	0	0.0	0	6
9	Dan	6	3.67	6	0.17	0	0.5	0	0.17	1	6
9	Dan	7	3.14	0	0.14	0	0.43	0	0.14	0	6
9	Dan	8	2.75	0	0.13	0	0.38	0	0.13	0	6
9	Dan	9	2.44	0	0.11	0	0.33	0	0.11	0	6
9	Dan	10	2.2	0	0.1	0	0.3	0	0.1	0	6
9	Imelda	1	11.0	11	0.0	0	0.0	0	1.0	1	11
9	Imelda	2	5.5	0	0.0	0	0.0	0	0.5	0	11
9	Imelda	3	3.67	0	0.0	0	0.0	0	0.33	0	11
9	Imelda	4	2.75	0	0.0	0	0.0	0	0.25	0	11
9	Imelda	5	2.2	0	0.0	0	0.0	0	0.2	0	11
9	Imelda	6	1.83	0	0.0	0	0.0	0	0.17	0	11
9	Imelda	7	1.57	0	0.0	0	0.0	0	0.14	0	11
9	Imelda	8	1.38	0	0.0	0	0.0	0	0.13	0	11
9	Imelda	9	1.22	0	0.0	0	0.0	0	0.11	0	11
9	Imelda	10	1.1	0	0.0	0	0.0	0	0.1	0	11
9	Jon	1	5.0	5	0.0	0	0.0	0	0.0	0	5
9	Jon	2	3.0	1	0.0	0	0.5	1	0.0	0	5
9	Jon	3	2.67	2	0.0	0	0.33	0	0.0	0	5
9	Jon	4	2.75	3	0.0	0	0.5	1	0.0	0	5
9	Jon	5	3.6	7	0.0	0	0.4	0	0.2	1	5
9	Jon	6	3.33	2	0.0	0	0.33	0	0.17	0	5
9	Jon	7	3.43	4	0.0	0	0.29	0	0.29	1	5
9	Jon	8	3.0	0	0.0	0	0.25	0	0.25	0	5
9	Jon	9	2.67	0	0.0	0	0.22	0	0.22	0	5
9	Jon	10	2.4	0	0.0	0	0.2	0	0.2	0	5
9	Karen	1	6.0	6	0.0	0	0.0	0	0.0	0	7
9	Karen	2	8.5	11	0.0	0	0.0	0	0.0	0	7
9	Karen	3	7.33	5	0.0	0	0.0	0	0.0	0	7
9	Karen	4	7.25	7	0.0	0	0.0	0	0.25	1	7
9	Karen	5	7.6	9	0.0	0	0.0	0	0.4	1	7
9	Karen	6	6.33	0	0.0	0	0.0	0	0.33	0	7
9	Karen	7	5.43	0	0.0	0	0.0	0	0.29	0	7
9	Karen	8	4.75	0	0.0	0	0.0	0	0.25	0	7
9	Karen	9	4.22	0	0.0	0	0.0	0	0.22	0	7
9	Karen	10	3.8	0	0.0	0	0.0	0	0.2	0	7
9	Kim-Joy	1	10.0	10	0.0	0	0.0	0	0.0	0	2
9	Kim-Joy	2	7.0	4	0.0	0	0.0	0	0.0	0	2
9	Kim-Joy	3	8.0	10	0.0	0	0.0	0	0.0	0	2
9	Kim-Joy	4	7.5	6	0.0	0	0.0	0	0.0	0	2
9	Kim-Joy	5	6.8	4	0.2	1	0.2	1	0.0	0	2
9	Kim-Joy	6	6.5	5	0.17	0	0.17	0	0.0	0	2
9	Kim-Joy	7	6.43	6	0.29	1	0.29	1	0.0	0	2
9	Kim-Joy	8	5.88	2	0.25	0	0.25	0	0.13	1	2
9	Kim-Joy	9	5.44	2	0.22	0	0.33	1	0.11	0	2
9	Kim-Joy	10	5.0	1	0.2	0	0.3	0	0.1	0	2
9	Luke	1	8.0	8	0.0	0	0.0	0	0.0	0	10
9	Luke	2	7.5	7	0.0	0	0.0	0	0.5	1	10
9	Luke	3	5.0	0	0.0	0	0.0	0	0.33	0	10
9	Luke	4	3.75	0	0.0	0	0.0	0	0.25	0	10
9	Luke	5	3.0	0	0.0	0	0.0	0	0.2	0	10
9	Luke	6	2.5	0	0.0	0	0.0	0	0.17	0	10
9	Luke	7	2.14	0	0.0	0	0.0	0	0.14	0	10
9	Luke	8	1.88	0	0.0	0	0.0	0	0.13	0	10
9	Luke	9	1.67	0	0.0	0	0.0	0	0.11	0	10
9	Luke	10	1.5	0	0.0	0	0.0	0	0.1	0	10
9	Manon	1	3.0	3	1.0	1	1.0	1	0.0	0	4
9	Manon	2	4.5	6	0.5	0	0.5	0	0.0	0	4
9	Manon	3	4.0	3	0.33	0	0.33	0	0.0	0	4
9	Manon	4	5.0	8	0.25	0	0.25	0	0.0	0	4
9	Manon	5	5.0	5	0.2	0	0.2	0	0.0	0	4
9	Manon	6	4.83	4	0.17	0	0.17	0	0.17	1	4
9	Manon	7	4.43	2	0.14	0	0.14	0	0.14	0	4
9	Manon	8	4.38	4	0.13	0	0.13	0	0.25	1	4
9	Manon	9	3.89	0	0.11	0	0.11	0	0.22	0	4
9	Manon	10	3.5	0	0.1	0	0.1	0	0.2	0	4
9	Rahul	1	7.0	7	0.0	0	0.0	0	0.0	0	1
9	Rahul	2	4.5	2	0.5	1	0.5	1	0.0	0	1
9	Rahul	3	4.33	4	0.67	1	0.67	1	0.0	0	1
9	Rahul	4	4.25	4	0.5	0	0.75	1	0.0	0	1
9	Rahul	5	4.0	3	0.4	0	0.8	1	0.0	0	1
9	Rahul	6	3.83	3	0.33	0	0.83	1	0.0	0	1
9	Rahul	7	3.43	1	0.29	0	0.86	1	0.0	0	1
9	Rahul	8	3.63	5	0.25	0	0.75	0	0.13	1	1
9	Rahul	9	3.67	4	0.22	0	0.67	0	0.22	1	1
9	Rahul	10	3.5	2	0.2	0	0.6	0	0.2	0	1
9	Ruby	1	1.0	1	0.0	0	0.0	0	1.0	1	2
9	Ruby	2	5.5	10	0.0	0	0.0	0	0.5	0	2
9	Ruby	3	6.0	7	0.0	0	0.0	0	0.33	0	2
9	Ruby	4	5.0	2	0.0	0	0.0	0	0.25	0	2
9	Ruby	5	4.2	1	0.0	0	0.0	0	0.2	0	2
9	Ruby	6	4.67	7	0.0	0	0.17	1	0.17	0	2
9	Ruby	7	4.43	3	0.0	0	0.14	0	0.29	1	2
9	Ruby	8	4.25	3	0.13	1	0.25	1	0.25	0	2
9	Ruby	9	3.89	1	0.22	1	0.33	1	0.22	0	2
9	Ruby	10	3.8	3	0.2	0	0.3	0	0.2	0	2
9	Terry	1	9.0	9	0.0	0	0.0	0	1.0	1	8
9	Terry	2	8.5	8	0.0	0	0.0	0	1.0	1	8
9	Terry	3	6.0	1	0.0	0	0.0	0	0.67	0	8
9	Terry	4	4.5	0	0.0	0	0.0	0	0.5	0	8
9	Terry	5	5.2	8	0.0	0	0.0	0	0.6	1	8
9	Terry	6	4.33	0	0.0	0	0.0	0	0.5	0	8
9	Terry	7	3.71	0	0.0	0	0.0	0	0.43	0	8
9	Terry	8	3.25	0	0.0	0	0.0	0	0.38	0	8
9	Terry	9	2.89	0	0.0	0	0.0	0	0.33	0	8
9	Terry	10	2.6	0	0.0	0	0.0	0	0.3	0	8
10	Alice	1	5.0	5	0.0	0	0.0	0	0.0	0	0
10	Alice	2	3.0	1	0.5	1	0.5	1	0.0	0	0
10	Alice	3	4.33	7	0.33	0	0.33	0	0.33	1	0
10	Alice	4	5.25	8	0.25	0	0.25	0	0.25	0	0
10	Alice	5	5.4	6	0.2	0	0.2	0	0.2	0	0
10	Alice	6	4.67	1	0.17	0	0.33	1	0.17	0	0
10	Alice	7	4.86	6	0.14	0	0.29	0	0.14	0	0
10	Alice	8	4.63	3	0.13	0	0.25	0	0.13	0	0
10	Alice	9	4.56	4	0.22	1	0.33	1	0.11	0	0
10	Alice	10	4.3	2	0.2	0	0.3	0	0.1	0	0
10	Amelia	1	4.0	4	0.0	0	0.0	0	0.0	0	10
10	Amelia	2	6.5	9	0.0	0	0.0	0	0.5	1	10
10	Amelia	3	8.0	11	0.0	0	0.0	0	0.67	1	10
10	Amelia	4	6.0	0	0.0	0	0.0	0	0.5	0	10
10	Amelia	5	4.8	0	0.0	0	0.0	0	0.4	0	10
10	Amelia	6	4.0	0	0.0	0	0.0	0	0.33	0	10
10	Amelia	7	3.43	0	0.0	0	0.0	0	0.29	0	10
10	Amelia	8	3.0	0	0.0	0	0.0	0	0.25	0	10
10	Amelia	9	2.67	0	0.0	0	0.0	0	0.22	0	10
10	Amelia	10	2.4	0	0.0	0	0.0	0	0.2	0	10
10	Dan	1	9.0	9	0.0	0	0.0	0	1.0	1	12
10	Dan	2	4.5	0	0.0	0	0.0	0	0.5	0	12
10	Dan	3	3.0	0	0.0	0	0.0	0	0.33	0	12
10	Dan	4	2.25	0	0.0	0	0.0	0	0.25	0	12
10	Dan	5	1.8	0	0.0	0	0.0	0	0.2	0	12
10	Dan	6	1.5	0	0.0	0	0.0	0	0.17	0	12
10	Dan	7	1.29	0	0.0	0	0.0	0	0.14	0	12
10	Dan	8	1.13	0	0.0	0	0.0	0	0.13	0	12
10	Dan	9	1.0	0	0.0	0	0.0	0	0.11	0	12
10	Dan	10	0.9	0	0.0	0	0.0	0	0.1	0	12
10	David	1	10.0	10	0.0	0	0.0	0	0.0	0	0
10	David	2	6.0	2	0.0	0	0.5	1	0.0	0	0
10	David	3	4.67	2	0.0	0	0.33	0	0.0	0	0
10	David	4	4.0	2	0.0	0	0.5	1	0.0	0	0
10	David	5	5.0	9	0.0	0	0.6	1	0.0	0	0
10	David	6	4.5	2	0.0	0	0.5	0	0.0	0	0
10	David	7	4.14	2	0.0	0	0.57	1	0.0	0	0
10	David	8	3.75	1	0.0	0	0.63	1	0.0	0	0
10	David	9	3.56	2	0.0	0	0.56	0	0.11	1	0
10	David	10	3.3	1	0.0	0	0.5	0	0.1	0	0
10	Helena	1	12.0	12	0.0	0	0.0	0	0.0	0	8
10	Helena	2	12.0	12	0.0	0	0.0	0	0.0	0	8
10	Helena	3	10.67	8	0.0	0	0.0	0	0.0	0	8
10	Helena	4	10.25	9	0.0	0	0.0	0	0.0	0	8
10	Helena	5	8.4	1	0.0	0	0.0	0	0.2	1	8
10	Helena	6	7.0	0	0.0	0	0.0	0	0.17	0	8
10	Helena	7	6.0	0	0.0	0	0.0	0	0.14	0	8
10	Helena	8	5.25	0	0.0	0	0.0	0	0.13	0	8
10	Helena	9	4.67	0	0.0	0	0.0	0	0.11	0	8
10	Helena	10	4.2	0	0.0	0	0.0	0	0.1	0	8
10	Henry	1	1.0	1	0.0	0	0.0	0	0.0	0	0
10	Henry	2	3.5	6	0.0	0	0.0	0	0.0	0	0
10	Henry	3	2.67	1	0.0	0	0.0	0	0.33	1	0
10	Henry	4	2.75	3	0.0	0	0.0	0	0.25	0	0
10	Henry	5	2.8	3	0.0	0	0.2	1	0.2	0	0
10	Henry	6	3.0	4	0.0	0	0.17	0	0.33	1	0
10	Henry	7	3.0	3	0.14	1	0.29	1	0.29	0	0
10	Henry	8	3.25	5	0.13	0	0.25	0	0.38	1	0
10	Henry	9	2.89	0	0.11	0	0.22	0	0.33	0	0
10	Henry	10	2.6	0	0.1	0	0.2	0	0.3	0	0
10	Jamie	1	13.0	13	0.0	0	0.0	0	1.0	1	11
10	Jamie	2	12.0	11	0.0	0	0.0	0	1.0	1	11
10	Jamie	3	8.0	0	0.0	0	0.0	0	0.67	0	11
10	Jamie	4	6.0	0	0.0	0	0.0	0	0.5	0	11
10	Jamie	5	4.8	0	0.0	0	0.0	0	0.4	0	11
10	Jamie	6	4.0	0	0.0	0	0.0	0	0.33	0	11
10	Jamie	7	3.43	0	0.0	0	0.0	0	0.29	0	11
10	Jamie	8	3.0	0	0.0	0	0.0	0	0.25	0	11
10	Jamie	9	2.67	0	0.0	0	0.0	0	0.22	0	11
10	Jamie	10	2.4	0	0.0	0	0.0	0	0.2	0	11
10	Michael	1	11.0	11	0.0	0	0.0	0	0.0	0	0
10	Michael	2	7.5	4	0.0	0	0.0	0	0.0	0	0
10	Michael	3	7.0	6	0.33	1	0.33	1	0.0	0	0
10	Michael	4	7.0	7	0.25	0	0.25	0	0.25	1	0
10	Michael	5	7.2	8	0.2	0	0.2	0	0.2	0	0
10	Michael	6	7.0	6	0.17	0	0.17	0	0.33	1	0
10	Michael	7	6.71	5	0.14	0	0.14	0	0.43	1	0
10	Michael	8	5.88	0	0.13	0	0.13	0	0.38	0	0
10	Michael	9	5.22	0	0.11	0	0.11	0	0.33	0	0
10	Michael	10	4.7	0	0.1	0	0.1	0	0.3	0	0
10	Michelle	1	6.0	6	1.0	1	1.0	1	0.0	0	8
10	Michelle	2	7.0	8	0.5	0	0.5	0	0.0	0	8
10	Michelle	3	6.33	5	0.33	0	0.33	0	0.0	0	8
10	Michelle	4	6.0	5	0.25	0	0.25	0	0.0	0	8
10	Michelle	5	6.2	7	0.2	0	0.2	0	0.2	1	8
10	Michelle	6	5.17	0	0.17	0	0.17	0	0.17	0	8
10	Michelle	7	4.43	0	0.14	0	0.14	0	0.14	0	8
10	Michelle	8	3.88	0	0.13	0	0.13	0	0.13	0	8
10	Michelle	9	3.44	0	0.11	0	0.11	0	0.11	0	8
10	Michelle	10	3.1	0	0.1	0	0.1	0	0.1	0	8
10	Phil	1	8.0	8	0.0	0	0.0	0	0.0	0	9
10	Phil	2	5.5	3	0.0	0	0.0	0	0.0	0	9
10	Phil	3	7.0	10	0.0	0	0.0	0	0.0	0	9
10	Phil	4	6.75	6	0.0	0	0.0	0	0.25	1	9
10	Phil	5	5.4	0	0.0	0	0.0	0	0.2	0	9
10	Phil	6	4.5	0	0.0	0	0.0	0	0.17	0	9
10	Phil	7	3.86	0	0.0	0	0.0	0	0.14	0	9
10	Phil	8	3.38	0	0.0	0	0.0	0	0.13	0	9
10	Phil	9	3.0	0	0.0	0	0.0	0	0.11	0	9
10	Phil	10	2.7	0	0.0	0	0.0	0	0.1	0	9
10	Priya	1	7.0	7	0.0	0	0.0	0	0.0	0	7
10	Priya	2	7.0	7	0.0	0	0.0	0	0.0	0	7
10	Priya	3	6.0	4	0.0	0	0.0	0	0.0	0	7
10	Priya	4	7.0	10	0.0	0	0.0	0	0.25	1	7
10	Priya	5	6.0	2	0.0	0	0.0	0	0.4	1	7
10	Priya	6	6.17	7	0.0	0	0.0	0	0.5	1	7
10	Priya	7	5.29	0	0.0	0	0.0	0	0.43	0	7
10	Priya	8	4.63	0	0.0	0	0.0	0	0.38	0	7
10	Priya	9	4.11	0	0.0	0	0.0	0	0.33	0	7
10	Priya	10	3.7	0	0.0	0	0.0	0	0.3	0	7
10	Rosie	1	2.0	2	0.0	0	0.0	0	0.0	0	0
10	Rosie	2	3.5	5	0.0	0	0.5	1	0.0	0	0
10	Rosie	3	5.33	9	0.0	0	0.33	0	0.0	0	0
10	Rosie	4	5.0	4	0.0	0	0.25	0	0.0	0	0
10	Rosie	5	5.0	5	0.0	0	0.2	0	0.2	1	0
10	Rosie	6	5.0	5	0.0	0	0.17	0	0.33	1	0
10	Rosie	7	4.43	1	0.0	0	0.14	0	0.43	1	0
10	Rosie	8	4.13	2	0.0	0	0.13	0	0.5	1	0
10	Rosie	9	3.78	1	0.0	0	0.11	0	0.56	1	0
10	Rosie	10	3.4	0	0.0	0	0.1	0	0.5	0	0
10	Steph	1	3.0	3	0.0	0	1.0	1	0.0	0	0
10	Steph	2	6.5	10	0.0	0	0.5	0	0.0	0	0
10	Steph	3	5.33	3	0.0	0	0.67	1	0.0	0	0
10	Steph	4	4.25	1	0.25	1	0.75	1	0.0	0	0
10	Steph	5	4.2	4	0.4	1	0.8	1	0.0	0	0
10	Steph	6	4.0	3	0.5	1	0.83	1	0.0	0	0
10	Steph	7	4.0	4	0.43	0	0.86	1	0.0	0	0
10	Steph	8	4.0	4	0.5	1	0.88	1	0.0	0	0
10	Steph	9	3.89	3	0.44	0	0.89	1	0.0	0	0
10	Steph	10	3.8	3	0.4	0	0.8	0	0.0	0	0
11	Dave	1	0.0	0	0.0	0	0.0	0	0.0	0	2
11	Dave	2	0.0	0	0.5	1	0.5	1	0.0	0	2
11	Dave	3	0.0	0	0.33	0	0.33	0	0.33	1	2
11	Dave	4	0.0	0	0.25	0	0.25	0	0.25	0	2
11	Dave	5	0.0	0	0.2	0	0.4	1	0.2	0	2
11	Dave	6	0.5	3	0.17	0	0.5	1	0.17	0	2
11	Dave	7	1.29	6	0.14	0	0.43	0	0.14	0	2
11	Dave	8	1.75	5	0.13	0	0.38	0	0.13	0	2
11	Dave	9	1.89	3	0.11	0	0.44	1	0.11	0	2
11	Dave	10	1.8	1	0.1	0	0.4	0	0.1	0	2
11	Hermine	1	5.0	5	0.0	0	1.0	1	0.0	0	3
11	Hermine	2	5.0	5	0.0	0	0.5	0	0.0	0	3
11	Hermine	3	5.67	7	0.0	0	0.33	0	0.0	0	3
11	Hermine	4	5.5	5	0.0	0	0.25	0	0.0	0	3
11	Hermine	5	4.8	2	0.0	0	0.4	1	0.0	0	3
11	Hermine	6	4.67	4	0.0	0	0.33	0	0.17	1	3
11	Hermine	7	4.14	1	0.14	1	0.43	1	0.14	0	3
11	Hermine	8	4.0	3	0.25	1	0.5	1	0.13	0	3
11	Hermine	9	3.78	2	0.22	0	0.44	0	0.22	1	3
11	Hermine	10	3.4	0	0.2	0	0.4	0	0.2	0	3
11	Laura	1	6.0	6	0.0	0	0.0	0	0.0	0	2
11	Laura	2	6.5	7	0.0	0	0.0	0	0.0	0	2
11	Laura	3	6.33	6	0.0	0	0.0	0	0.0	0	2
11	Laura	4	5.25	2	0.0	0	0.0	0	0.0	0	2
11	Laura	5	5.4	6	0.2	1	0.2	1	0.0	0	2
11	Laura	6	5.67	7	0.17	0	0.17	0	0.17	1	2
11	Laura	7	5.43	4	0.14	0	0.14	0	0.29	1	2
11	Laura	8	4.88	1	0.13	0	0.25	1	0.25	0	2
11	Laura	9	4.78	4	0.11	0	0.22	0	0.33	1	2
11	Laura	10	4.6	3	0.1	0	0.2	0	0.3	0	2
11	Linda	1	12.0	12	0.0	0	0.0	0	1.0	1	7
11	Linda	2	8.0	4	0.0	0	0.0	0	0.5	0	7
11	Linda	3	5.67	1	0.0	0	0.0	0	0.33	0	7
11	Linda	4	4.5	1	0.0	0	0.0	0	0.25	0	7
11	Linda	5	5.2	8	0.0	0	0.0	0	0.4	1	7
11	Linda	6	4.33	0	0.0	0	0.0	0	0.33	0	7
11	Linda	7	3.71	0	0.0	0	0.0	0	0.43	1	7
11	Linda	8	3.25	0	0.0	0	0.0	0	0.38	0	7
11	Linda	9	2.89	0	0.0	0	0.0	0	0.33	0	7
11	Linda	10	2.6	0	0.0	0	0.0	0	0.3	0	7
11	Loriea	1	10.0	10	0.0	0	0.0	0	1.0	1	11
11	Loriea	2	5.0	0	0.0	0	0.0	0	0.5	0	11
11	Loriea	3	3.33	0	0.0	0	0.0	0	0.33	0	11
11	Loriea	4	2.5	0	0.0	0	0.0	0	0.25	0	11
11	Loriea	5	2.0	0	0.0	0	0.0	0	0.2	0	11
11	Loriea	6	1.67	0	0.0	0	0.0	0	0.17	0	11
11	Loriea	7	1.43	0	0.0	0	0.0	0	0.14	0	11
11	Loriea	8	1.25	0	0.0	0	0.0	0	0.13	0	11
11	Loriea	9	1.11	0	0.0	0	0.0	0	0.11	0	11
11	Loriea	10	1.0	0	0.0	0	0.0	0	0.1	0	11
11	Lottie	1	4.0	4	0.0	0	0.0	0	0.0	0	5
11	Lottie	2	6.0	8	0.0	0	0.0	0	0.0	0	5
11	Lottie	3	5.67	5	0.0	0	0.0	0	0.0	0	5
11	Lottie	4	6.5	9	0.0	0	0.0	0	0.25	1	5
11	Lottie	5	6.0	4	0.0	0	0.0	0	0.2	0	5
11	Lottie	6	5.33	2	0.17	1	0.17	1	0.17	0	5
11	Lottie	7	5.29	5	0.14	0	0.14	0	0.14	0	5
11	Lottie	8	4.63	0	0.13	0	0.13	0	0.13	0	5
11	Lottie	9	4.11	0	0.11	0	0.11	0	0.11	0	5
11	Lottie	10	3.7	0	0.1	0	0.1	0	0.1	0	5
11	Mak	1	8.0	8	0.0	0	0.0	0	0.0	0	10
11	Mak	2	5.5	3	0.0	0	0.0	0	0.5	1	10
11	Mak	3	3.67	0	0.0	0	0.0	0	0.33	0	10
11	Mak	4	2.75	0	0.0	0	0.0	0	0.25	0	10
11	Mak	5	2.2	0	0.0	0	0.0	0	0.2	0	10
11	Mak	6	1.83	0	0.0	0	0.0	0	0.17	0	10
11	Mak	7	1.57	0	0.0	0	0.0	0	0.14	0	10
11	Mak	8	1.38	0	0.0	0	0.0	0	0.13	0	10
11	Mak	9	1.22	0	0.0	0	0.0	0	0.11	0	10
11	Mak	10	1.1	0	0.0	0	0.0	0	0.1	0	10
11	Marc	1	11.0	11	0.0	0	0.0	0	1.0	1	4
11	Marc	2	10.0	9	0.0	0	0.5	1	0.5	0	4
11	Marc	3	7.33	2	0.33	1	0.67	1	0.33	0	4
11	Marc	4	7.0	6	0.25	0	0.5	0	0.25	0	4
11	Marc	5	7.0	7	0.2	0	0.4	0	0.4	1	4
11	Marc	6	6.83	6	0.17	0	0.5	1	0.33	0	4
11	Marc	7	6.29	3	0.14	0	0.57	1	0.29	0	4
11	Marc	8	5.75	2	0.13	0	0.5	0	0.38	1	4
11	Marc	9	5.11	0	0.11	0	0.44	0	0.33	0	4
11	Marc	10	4.6	0	0.1	0	0.4	0	0.3	0	4
11	Mark	1	7.0	7	0.0	0	0.0	0	0.0	0	6
11	Mark	2	4.5	2	0.0	0	0.5	1	0.0	0	6
11	Mark	3	4.0	3	0.0	0	0.33	0	0.0	0	6
11	Mark	4	3.75	3	0.25	1	0.5	1	0.0	0	6
11	Mark	5	3.6	3	0.2	0	0.4	0	0.2	1	6
11	Mark	6	3.83	5	0.17	0	0.33	0	0.33	1	6
11	Mark	7	3.29	0	0.14	0	0.29	0	0.29	0	6
11	Mark	8	2.88	0	0.13	0	0.25	0	0.25	0	6
11	Mark	9	2.56	0	0.11	0	0.22	0	0.22	0	6
11	Mark	10	2.3	0	0.1	0	0.2	0	0.2	0	6
11	Peter	1	2.0	2	1.0	1	1.0	1	0.0	0	1
11	Peter	2	6.0	10	0.5	0	0.5	0	0.0	0	1
11	Peter	3	5.33	4	0.33	0	0.33	0	0.33	1	1
11	Peter	4	5.0	4	0.25	0	0.5	1	0.25	0	1
11	Peter	5	4.2	1	0.2	0	0.4	0	0.2	0	1
11	Peter	6	3.67	1	0.17	0	0.33	0	0.17	0	1
11	Peter	7	3.43	2	0.14	0	0.29	0	0.14	0	1
11	Peter	8	3.5	4	0.13	0	0.25	0	0.25	1	1
11	Peter	9	3.22	1	0.22	1	0.33	1	0.22	0	1
11	Peter	10	3.1	2	0.2	0	0.3	0	0.2	0	1
11	Rowan	1	3.0	3	0.0	0	0.0	0	0.0	0	9
11	Rowan	2	7.0	11	0.0	0	0.0	0	0.5	1	9
11	Rowan	3	8.0	10	0.0	0	0.0	0	0.67	1	9
11	Rowan	4	6.0	0	0.0	0	0.0	0	0.5	0	9
11	Rowan	5	4.8	0	0.0	0	0.0	0	0.4	0	9
11	Rowan	6	4.0	0	0.0	0	0.0	0	0.33	0	9
11	Rowan	7	3.43	0	0.0	0	0.0	0	0.29	0	9
11	Rowan	8	3.0	0	0.0	0	0.0	0	0.25	0	9
11	Rowan	9	2.67	0	0.0	0	0.0	0	0.22	0	9
11	Rowan	10	2.4	0	0.0	0	0.0	0	0.2	0	9
11	Sura	1	1.0	1	0.0	0	1.0	1	0.0	0	8
11	Sura	2	3.5	6	0.0	0	0.5	0	0.0	0	8
11	Sura	3	5.0	8	0.0	0	0.67	1	0.0	0	8
11	Sura	4	5.5	7	0.0	0	0.5	0	0.25	1	8
11	Sura	5	4.4	0	0.0	0	0.4	0	0.2	0	8
11	Sura	6	3.67	0	0.0	0	0.33	0	0.17	0	8
11	Sura	7	3.14	0	0.0	0	0.29	0	0.14	0	8
11	Sura	8	2.75	0	0.0	0	0.25	0	0.13	0	8
11	Sura	9	2.44	0	0.0	0	0.22	0	0.11	0	8
11	Sura	10	2.2	0	0.0	0	0.2	0	0.1	0	8
12	Amanda	1	12.0	12	0.0	0	0.0	0	1.0	1	6
12	Amanda	2	8.0	4	0.0	0	0.0	0	1.0	1	6
12	Amanda	3	6.33	3	0.0	0	0.0	0	0.67	0	6
12	Amanda	4	6.75	8	0.0	0	0.0	0	0.75	1	6
12	Amanda	5	7.0	8	0.0	0	0.0	0	0.6	0	6
12	Amanda	6	6.67	5	0.0	0	0.0	0	0.67	1	6
12	Amanda	7	5.71	0	0.0	0	0.0	0	0.57	0	6
12	Amanda	8	5.0	0	0.0	0	0.0	0	0.5	0	6
12	Amanda	9	4.44	0	0.0	0	0.0	0	0.44	0	6
12	Amanda	10	4.0	0	0.0	0	0.0	0	0.4	0	6
12	Chigs	1	11.0	11	0.0	0	0.0	0	0.0	0	2
12	Chigs	2	9.0	7	0.0	0	0.0	0	0.0	0	2
12	Chigs	3	8.0	6	0.0	0	0.0	0	0.0	0	2
12	Chigs	4	6.75	3	0.25	1	0.25	1	0.0	0	2
12	Chigs	5	5.8	2	0.2	0	0.2	0	0.0	0	2
12	Chigs	6	5.33	3	0.17	0	0.17	0	0.0	0	2
12	Chigs	7	5.0	3	0.14	0	0.29	1	0.0	0	2
12	Chigs	8	4.5	1	0.25	1	0.38	1	0.0	0	2
12	Chigs	9	4.44	4	0.22	0	0.44	1	0.0	0	2
12	Chigs	10	4.2	2	0.2	0	0.4	0	0.0	0	2
12	Crystelle	1	8.0	8	0.0	0	1.0	1	0.0	0	2
12	Crystelle	2	9.0	10	0.0	0	0.5	0	0.0	0	2
12	Crystelle	3	9.0	9	0.0	0	0.33	0	0.0	0	2
12	Crystelle	4	8.0	5	0.0	0	0.25	0	0.0	0	2
12	Crystelle	5	7.8	7	0.0	0	0.2	0	0.0	0	2
12	Crystelle	6	6.83	2	0.17	1	0.33	1	0.0	0	2
12	Crystelle	7	6.43	4	0.14	0	0.43	1	0.0	0	2
12	Crystelle	8	6.25	5	0.13	0	0.38	0	0.13	1	2
12	Crystelle	9	5.89	3	0.22	1	0.44	1	0.11	0	2
12	Crystelle	10	5.4	1	0.2	0	0.4	0	0.1	0	2
12	Freya	1	2.0	2	0.0	0	1.0	1	0.0	0	7
12	Freya	2	2.5	3	0.0	0	0.5	0	0.0	0	7
12	Freya	3	3.0	4	0.0	0	0.67	1	0.0	0	7
12	Freya	4	3.75	6	0.0	0	0.5	0	0.25	1	7
12	Freya	5	4.0	5	0.0	0	0.4	0	0.4	1	7
12	Freya	6	3.33	0	0.0	0	0.33	0	0.33	0	7
12	Freya	7	2.86	0	0.0	0	0.29	0	0.29	0	7
12	Freya	8	2.5	0	0.0	0	0.25	0	0.25	0	7
12	Freya	9	2.22	0	0.0	0	0.22	0	0.22	0	7
12	Freya	10	2.0	0	0.0	0	0.2	0	0.2	0	7
12	George	1	3.0	3	0.0	0	0.0	0	1.0	1	5
12	George	2	5.5	8	0.0	0	0.5	1	0.5	0	5
12	George	3	6.0	7	0.0	0	0.33	0	0.33	0	5
12	George	4	6.25	7	0.0	0	0.25	0	0.25	0	5
12	George	5	6.2	6	0.0	0	0.2	0	0.4	1	5
12	George	6	6.17	6	0.0	0	0.17	0	0.5	1	5
12	George	7	6.14	6	0.0	0	0.14	0	0.57	1	5
12	George	8	5.38	0	0.0	0	0.13	0	0.5	0	5
12	George	9	4.78	0	0.0	0	0.11	0	0.44	0	5
12	George	10	4.3	0	0.0	0	0.1	0	0.4	0	5
12	Giuseppe	1	9.0	9	0.0	0	1.0	1	0.0	0	1
12	Giuseppe	2	9.0	9	0.0	0	1.0	1	0.0	0	1
12	Giuseppe	3	6.33	1	0.33	1	1.0	1	0.0	0	1
12	Giuseppe	4	5.75	4	0.25	0	1.0	1	0.0	0	1
12	Giuseppe	5	4.8	1	0.4	1	1.0	1	0.0	0	1
12	Giuseppe	6	4.67	4	0.33	0	1.0	1	0.0	0	1
12	Giuseppe	7	4.14	1	0.29	0	1.0	1	0.0	0	1
