season	baker	index	episode	mean_star	star	mean_good	good	mean_bad	bad	place
3	James	24	2	0	0	0.5	1	0	0	2
3	James	24	3	0.33	1	0.67	1	0	0	2
3	James	24	4	0.25	0	0.5	0	0	0	2
3	James	24	5	0.2	0	0.4	0	0	0	2
3	James	24	6	0.17	0	0.33	0	0.17	1	2
3	James	24	7	0.14	0	0.29	0	0.29	1	2
3	James	24	8	0.25	1	0.38	1	0.25	0	2
3	James	24	9	0.33	1	0.44	1	0.22	0	2
3	John	22	1	0	0	0	0	0	0	1
3	John	22	10	0.1	0	0.2	0	0.3	0	1
3	John	22	2	0.5	1	0.5	1	0	0	1
3	John	22	3	0.33	0	0.33	0	0	0	1
3	John	22	4	0.25	0	0.25	0	0	0	1
3	John	22	5	0.2	0	0.2	0	0	0	1
3	John	22	6	0.17	0	0.17	0	0.17	1	1
3	John	22	7	0.14	0	0.14	0	0.29	1	1
3	John	22	8	0.13	0	0.25	1	0.25	0	1
3	John	22	9	0.11	0	0.22	0	0.33	1	1
3	Manisha	29	1	0	0	0	0	0	0	7
3	Manisha	29	10	0	0	0	0	0.2	0	7
3	Manisha	29	2	0	0	0	0	0	0	7
3	Manisha	29	3	0	0	0	0	0	0	7
3	Manisha	29	4	0	0	0	0	0.25	1	7
3	Manisha	29	5	0	0	0	0	0.4	1	7
3	Manisha	29	6	0	0	0	0	0.33	0	7
3	Manisha	29	7	0	0	0	0	0.29	0	7
3	Manisha	29	8	0	0	0	0	0.25	0	7
3	Manisha	29	9	0	0	0	0	0.22	0	7
3	Natasha	33	1	0	0	0	0	1	1	11
3	Natasha	33	10	0	0	0	0	0.1	0	11
3	Natasha	33	2	0	0	0	0	0.5	0	11
3	Natasha	33	3	0	0	0	0	0.33	0	11
3	Natasha	33	4	0	0	0	0	0.25	0	11
3	Natasha	33	5	0	0	0	0	0.2	0	11
3	Natasha	33	6	0	0	0	0	0.17	0	11
3	Natasha	33	7	0	0	0	0	0.14	0	11
3	Natasha	33	8	0	0	0	0	0.13	0	11
3	Natasha	33	9	0	0	0	0	0.11	0	11
3	Peter	32	1	0	0	0	0	0	0	10
3	Peter	32	10	0	0	0	0	0.1	0	10
3	Peter	32	2	0	0	0	0	0.5	1	10
3	Peter	32	3	0	0	0	0	0.33	0	10
3	Peter	32	4	0	0	0	0	0.25	0	10
3	Peter	32	5	0	0	0	0	0.2	0	10
3	Peter	32	6	0	0	0	0	0.17	0	10
3	Peter	32	7	0	0	0	0	0.14	0	10
3	Peter	32	8	0	0	0	0	0.13	0	10
3	Peter	32	9	0	0	0	0	0.11	0	10
3	Ryan	27	1	0	0	0	0	0	0	5
3	Ryan	27	10	0.1	0	0.1	0	0.2	0	5
3	Ryan	27	2	0	0	0	0	0	0	5
3	Ryan	27	3	0	0	0	0	0	0	5
3	Ryan	27	4	0	0	0	0	0.25	1	5
3	Ryan	27	5	0.2	1	0.2	1	0.2	0	5
3	Ryan	27	6	0.17	0	0.17	0	0.17	0	5
3	Ryan	27	7	0.14	0	0.14	0	0.29	1	5
3	Ryan	27	8	0.13	0	0.13	0	0.25	0	5
3	Ryan	27	9	0.11	0	0.11	0	0.22	0	5
3	Sarah-Jane	28	1	0	0	0	0	0	0	6
3	Sarah-Jane	28	10	0	0	0	0	0.3	0	6
3	Sarah-Jane	28	2	0	0	0	0	0	0	6
3	Sarah-Jane	28	3	0	0	0	0	0	0	6
3	Sarah-Jane	28	4	0	0	0	0	0	0	6
3	Sarah-Jane	28	5	0	0	0	0	0.2	1	6
3	Sarah-Jane	28	6	0	0	0	0	0.33	1	6
3	Sarah-Jane	28	7	0	0	0	0	0.43	1	6
3	Sarah-Jane	28	8	0	0	0	0	0.38	0	6
3	Sarah-Jane	28	9	0	0	0	0	0.33	0	6
3	Stuart	30	1	0	0	0	0	1	1	8
3	Stuart	30	10	0	0	0.1	0	0.3	0	8
3	Stuart	30	2	0	0	0	0	1	1	8
3	Stuart	30	3	0	0	0.33	1	0.67	0	8
3	Stuart	30	4	0	0	0.25	0	0.75	1	8
3	Stuart	30	5	0	0	0.2	0	0.6	0	8
3	Stuart	30	6	0	0	0.17	0	0.5	0	8
3	Stuart	30	7	0	0	0.14	0	0.43	0	8
3	Stuart	30	8	0	0	0.13	0	0.38	0	8
3	Stuart	30	9	0	0	0.11	0	0.33	0	8
3	Victoria	31	1	1	1	1	1	0	0	9
3	Victoria	31	10	0.1	0	0.1	0	0.2	0	9
3	Victoria	31	2	0.5	0	0.5	0	0.5	1	9
3	Victoria	31	3	0.33	0	0.33	0	0.67	1	9
3	Victoria	31	4	0.25	0	0.25	0	0.5	0	9
3	Victoria	31	5	0.2	0	0.2	0	0.4	0	9
3	Victoria	31	6	0.17	0	0.17	0	0.33	0	9
3	Victoria	31	7	0.14	0	0.14	0	0.29	0	9
3	Victoria	31	8	0.13	0	0.13	0	0.25	0	9
3	Victoria	31	9	0.11	0	0.11	0	0.22	0	9
4	Ali	42	1	0	0	0	0	1	1	8
4	Ali	42	10	0	0	0	0	0.2	0	8
4	Ali	42	2	0	0	0	0	0.5	0	8
4	Ali	42	3	0	0	0	0	0.33	0	8
4	Ali	42	4	0	0	0	0	0.5	1	8
4	Ali	42	5	0	0	0	0	0.4	0	8
4	Ali	42	6	0	0	0	0	0.33	0	8
4	Ali	42	7	0	0	0	0	0.29	0	8
4	Ali	42	8	0	0	0	0	0.25	0	8
4	Ali	42	9	0	0	0	0	0.22	0	8
4	Beca	37	1	0	0	0	0	1	1	3
4	Beca	37	10	0	0	0.1	0	0.3	0	3
4	Beca	37	2	0	0	0	0	0.5	0	3
4	Beca	37	3	0	0	0	0	0.33	0	3
4	Beca	37	4	0	0	0	0	0.25	0	3
4	Beca	37	5	0	0	0	0	0.2	0	3
4	Beca	37	6	0	0	0	0	0.17	0	3
4	Beca	37	7	0	0	0.14	1	0.14	0	3
4	Beca	37	8	0	0	0.13	0	0.25	1	3
4	Beca	37	9	0	0	0.11	0	0.33	1	3
4	Christine	38	1	0	0	0	0	0	0	4
4	Christine	38	10	0.2	0	0.2	0	0.2	0	4
4	Christine	38	2	0	0	0	0	0	0	4
4	Christine	38	3	0.33	1	0.33	1	0	0	4
4	Christine	38	4	0.25	0	0.25	0	0	0	4
4	Christine	38	5	0.4	1	0.4	1	0	0	4
4	Christine	38	6	0.33	0	0.33	0	0	0	4
4	Christine	38	7	0.29	0	0.29	0	0.14	1	4
4	Christine	38	8	0.25	0	0.25	0	0.25	1	4
4	Christine	38	9	0.22	0	0.22	0	0.22	0	4
4	Deborah	43	1	0	0	0	0	0	0	9
4	Deborah	43	10	0	0	0	0	0.1	0	9
4	Deborah	43	2	0	0	0	0	0	0	9
4	Deborah	43	3	0	0	0	0	0.33	1	9
4	Deborah	43	4	0	0	0	0	0.25	0	9
4	Deborah	43	5	0	0	0	0	0.2	0	9
4	Deborah	43	6	0	0	0	0	0.17	0	9
4	Deborah	43	7	0	0	0	0	0.14	0	9
4	Deborah	43	8	0	0	0	0	0.13	0	9
4	Deborah	43	9	0	0	0	0	0.11	0	9
4	Frances	34	1	0	0	1	1	0	0	1
4	Frances	34	10	0.1	0	0.5	0	0.1	0	1
4	Frances	34	2	0	0	0.5	0	0	0	1
4	Frances	34	3	0	0	0.67	1	0	0	1
4	Frances	34	4	0	0	0.5	0	0	0	1
4	Frances	34	5	0	0	0.4	0	0	0	1
4	Frances	34	6	0	0	0.5	1	0	0	1
4	Frances	34	7	0.14	1	0.57	1	0	0	1
4	Frances	34	8	0.13	0	0.5	0	0.13	1	1
4	Frances	34	9	0.11	0	0.56	1	0.11	0	1
4	Glenn	39	1	0	0	0	0	0	0	5
4	Glenn	39	10	0	0	0.1	0	0.3	0	5
4	Glenn	39	2	0	0	0	0	0	0	5
4	Glenn	39	3	0	0	0	0	0	0	5
4	Glenn	39	4	0	0	0	0	0.25	1	5
4	Glenn	39	5	0	0	0.2	1	0.2	0	5
4	Glenn	39	6	0	0	0.17	0	0.33	1	5
4	Glenn	39	7	0	0	0.14	0	0.43	1	5
4	Glenn	39	8	0	0	0.13	0	0.38	0	5
4	Glenn	39	9	0	0	0.11	0	0.33	0	5
4	Howard	40	1	0	0	1	1	0	0	6
4	Howard	40	10	0	0	0.1	0	0.2	0	6
4	Howard	40	2	0	0	0.5	0	0	0	6
4	Howard	40	3	0	0	0.33	0	0.33	1	6
4	Howard	40	4	0	0	0.25	0	0.25	0	6
4	Howard	40	5	0	0	0.2	0	0.2	0	6
4	Howard	40	6	0	0	0.17	0	0.33	1	6
4	Howard	40	7	0	0	0.14	0	0.29	0	6
4	Howard	40	8	0	0	0.13	0	0.25	0	6
4	Howard	40	9	0	0	0.11	0	0.22	0	6
4	Kimberley	35	1	0	0	0	0	0	0	2
4	Kimberley	35	10	0.2	0	0.4	0	0.1	0	2
4	Kimberley	35	2	0	0	0.5	1	0	0	2
4	Kimberley	35	3	0	0	0.33	0	0	0	2
4	Kimberley	35	4	0.25	1	0.5	1	0	0	2
4	Kimberley	35	5	0.2	0	0.4	0	0.2	1	2
4	Kimberley	35	6	0.17	0	0.33	0	0.17	0	2
4	Kimberley	35	7	0.14	0	0.29	0	0.14	0	2
4	Kimberley	35	8	0.13	0	0.38	1	0.13	0	2
4	Kimberley	35	9	0.22	1	0.44	1	0.11	0	2
4	Lucy	45	1	0	0	0	0	0	0	11
4	Lucy	45	10	0	0	0	0	0.1	0	11
4	Lucy	45	2	0	0	0	0	0.5	1	11
4	Lucy	45	3	0	0	0	0	0.33	0	11
4	Lucy	45	4	0	0	0	0	0.25	0	11
4	Lucy	45	5	0	0	0	0	0.2	0	11
4	Lucy	45	6	0	0	0	0	0.17	0	11
4	Lucy	45	7	0	0	0	0	0.14	0	11
4	Lucy	45	8	0	0	0	0	0.13	0	11
4	Lucy	45	9	0	0	0	0	0.11	0	11
4	Mark	44	1	0	0	0	0	0	0	10
4	Mark	44	10	0	0	0	0	0.2	0	10
4	Mark	44	2	0	0	0	0	0.5	1	10
4	Mark	44	3	0	0	0	0	0.67	1	10
4	Mark	44	4	0	0	0	0	0.5	0	10
4	Mark	44	5	0	0	0	0	0.4	0	10
4	Mark	44	6	0	0	0	0	0.33	0	10
4	Mark	44	7	0	0	0	0	0.29	0	10
4	Mark	44	8	0	0	0	0	0.25	0	10
4	Mark	44	9	0	0	0	0	0.22	0	10
4	Robert	41	1	1	1	1	1	0	0	7
4	Robert	41	10	0.1	0	0.1	0	0.3	0	7
4	Robert	41	2	0.5	0	0.5	0	0.5	1	7
4	Robert	41	3	0.33	0	0.33	0	0.33	0	7
4	Robert	41	4	0.25	0	0.25	0	0.5	1	7
4	Robert	41	5	0.2	0	0.2	0	0.6	1	7
4	Robert	41	6	0.17	0	0.17	0	0.5	0	7
4	Robert	41	7	0.14	0	0.14	0	0.43	0	7
4	Robert	41	8	0.13	0	0.13	0	0.38	0	7
4	Robert	41	9	0.11	0	0.11	0	0.33	0	7
4	Ruby	36	1	0	0	0	0	1	1	2
4	Ruby	36	10	0.3	0	0.5	0	0.3	0	2
4	Ruby	36	2	0.5	1	0.5	1	0.5	0	2
4	Ruby	36	3	0.33	0	0.67	1	0.33	0	2
4	Ruby	36	4	0.25	0	0.75	1	0.25	0	2
4	Ruby	36	5	0.2	0	0.6	0	0.4	1	2
4	Ruby	36	6	0.33	1	0.67	1	0.33	0	2
4	Ruby	36	7	0.29	0	0.57	0	0.29	0	2
4	Ruby	36	8	0.38	1	0.63	1	0.25	0	2
4	Ruby	36	9	0.33	0	0.56	0	0.33	1	2
4	Toby	46	1	0	0	0	0	1	1	12
4	Toby	46	10	0	0	0	0	0.1	0	12
4	Toby	46	2	0	0	0	0	0.5	0	12
4	Toby	46	3	0	0	0	0	0.33	0	12
4	Toby	46	4	0	0	0	0	0.25	0	12
4	Toby	46	5	0	0	0	0	0.2	0	12
4	Toby	46	6	0	0	0	0	0.17	0	12
4	Toby	46	7	0	0	0	0	0.14	0	12
4	Toby	46	8	0	0	0	0	0.13	0	12
4	Toby	46	9	0	0	0	0	0.11	0	12
5	Chetna	50	1	0	0	0	0	0	0	3
5	Chetna	50	10	0.1	0	0.1	0	0.1	0	3
5	Chetna	50	2	0	0	0	0	0	0	3
5	Chetna	50	3	0	0	0	0	0	0	3
5	Chetna	50	4	0	0	0	0	0	0	3
5	Chetna	50	5	0	0	0	0	0	0	3
5	Chetna	50	6	0.17	1	0.17	1	0	0	3
5	Chetna	50	7	0.14	0	0.14	0	0	0	3
5	Chetna	50	8	0.13	0	0.13	0	0	0	3
5	Chetna	50	9	0.11	0	0.11	0	0.11	1	3
5	Claire	58	1	0	0	0	0	1	1	11
5	Claire	58	10	0	0	0	0	0.1	0	11
5	Claire	58	2	0	0	0	0	0.5	0	11
5	Claire	58	3	0	0	0	0	0.33	0	11
5	Claire	58	4	0	0	0	0	0.25	0	11
5	Claire	58	5	0	0	0	0	0.2	0	11
5	Claire	58	6	0	0	0	0	0.17	0	11
5	Claire	58	7	0	0	0	0	0.14	0	11
5	Claire	58	8	0	0	0	0	0.13	0	11
5	Claire	58	9	0	0	0	0	0.11	0	11
5	Diana	54	1	0	0	0	0	0	0	7
5	Diana	54	10	0	0	0	0	0	0	7
5	Diana	54	2	0	0	0	0	0	0	7
5	Diana	54	3	0	0	0	0	0	0	7
5	Diana	54	4	0	0	0	0	0	0	7
5	Diana	54	5	0	0	0	0	0	0	7
5	Diana	54	6	0	0	0	0	0	0	7
5	Diana	54	7	0	0	0	0	0	0	7
5	Diana	54	8	0	0	0	0	0	0	7
5	Diana	54	9	0	0	0	0	0	0	7
5	Enwezor	57	1	0	0	0	0	0	0	10
5	Enwezor	57	10	0	0	0	0	0.1	0	10
5	Enwezor	57	2	0	0	0	0	0.5	1	10
5	Enwezor	57	3	0	0	0	0	0.33	0	10
5	Enwezor	57	4	0	0	0	0	0.25	0	10
5	Enwezor	57	5	0	0	0	0	0.2	0	10
5	Enwezor	57	6	0	0	0	0	0.17	0	10
5	Enwezor	57	7	0	0	0	0	0.14	0	10
5	Enwezor	57	8	0	0	0	0	0.13	0	10
5	Enwezor	57	9	0	0	0	0	0.11	0	10
5	Iain	55	1	0	0	0	0	1	1	8
5	Iain	55	10	0	0	0	0	0.2	0	8
5	Iain	55	2	0	0	0	0	0.5	0	8
5	Iain	55	3	0	0	0	0	0.33	0	8
5	Iain	55	4	0	0	0	0	0.5	1	8
5	Iain	55	5	0	0	0	0	0.4	0	8
5	Iain	55	6	0	0	0	0	0.33	0	8
5	Iain	55	7	0	0	0	0	0.29	0	8
5	Iain	55	8	0	0	0	0	0.25	0	8
5	Iain	55	9	0	0	0	0	0.22	0	8
5	Jordan	56	1	0	0	0	0	1	1	9
5	Jordan	56	10	0	0	0	0	0.2	0	9
5	Jordan	56	2	0	0	0	0	0.5	0	9
5	Jordan	56	3	0	0	0	0	0.67	1	9
5	Jordan	56	4	0	0	0	0	0.5	0	9
5	Jordan	56	5	0	0	0	0	0.4	0	9
5	Jordan	56	6	0	0	0	0	0.33	0	9
5	Jordan	56	7	0	0	0	0	0.29	0	9
5	Jordan	56	8	0	0	0	0	0.25	0	9
5	Jordan	56	9	0	0	0	0	0.22	0	9
5	Kate	52	1	0	0	0	0	0	0	5
5	Kate	52	10	0.1	0	0.3	0	0.2	0	5
5	Kate	52	2	0	0	0	0	0	0	5
5	Kate	52	3	0	0	0.33	1	0	0	5
5	Kate	52	4	0	0	0.5	1	0	0	5
5	Kate	52	5	0.2	1	0.6	1	0	0	5
5	Kate	52	6	0.17	0	0.5	0	0.17	1	5
5	Kate	52	7	0.14	0	0.43	0	0.29	1	5
5	Kate	52	8	0.13	0	0.38	0	0.25	0	5
5	Kate	52	9	0.11	0	0.33	0	0.22	0	5
5	Luis	48	1	0	0	0	0	0	0	2
5	Luis	48	10	0.1	0	0.6	0	0	0	2
5	Luis	48	2	0	0	0.5	1	0	0	2
5	Luis	48	3	0.33	1	0.67	1	0	0	2
5	Luis	48	4	0.25	0	0.75	1	0	0	2
5	Luis	48	5	0.2	0	0.6	0	0	0	2
5	Luis	48	6	0.17	0	0.67	1	0	0	2
5	Luis	48	7	0.14	0	0.57	0	0	0	2
5	Luis	48	8	0.13	0	0.63	1	0	0	2
5	Luis	48	9	0.11	0	0.67	1	0	0	2
5	Martha	51	1	0	0	1	1	0	0	4
5	Martha	51	10	0	0	0.1	0	0.3	0	4
5	Martha	51	2	0	0	0.5	0	0	0	4
5	Martha	51	3	0	0	0.33	0	0	0	4
5	Martha	51	4	0	0	0.25	0	0	0	4
5	Martha	51	5	0	0	0.2	0	0.2	1	4
5	Martha	51	6	0	0	0.17	0	0.17	0	4
5	Martha	51	7	0	0	0.14	0	0.29	1	4
5	Martha	51	8	0	0	0.13	0	0.38	1	4
5	Martha	51	9	0	0	0.11	0	0.33	0	4
5	Nancy	47	1	1	1	1	1	0	0	1
5	Nancy	47	10	0.1	0	0.4	0	0.2	0	1
5	Nancy	47	2	0.5	0	0.5	0	0	0	1
5	Nancy	47	3	0.33	0	0.33	0	0	0	1
5	Nancy	47	4	0.25	0	0.25	0	0	0	1
5	Nancy	47	5	0.2	0	0.4	1	0	0	1
5	Nancy	47	6	0.17	0	0.5	1	0	0	1
5	Nancy	47	7	0.14	0	0.57	1	0	0	1
5	Nancy	47	8	0.13	0	0.5	0	0.13	1	1
5	Nancy	47	9	0.11	0	0.44	0	0.22	1	1
5	Norman	53	1	0	0	0	0	0	0	6
5	Norman	53	10	0	0	0	0	0.4	0	6
5	Norman	53	2	0	0	0	0	0.5	1	6
5	Norman	53	3	0	0	0	0	0.67	1	6
5	Norman	53	4	0	0	0	0	0.75	1	6
